occupation,count,corrected_occupation,change_category
Grocer and Poultry Dlr,1,Grocer and Poultry Dlr,UNCHANGED
Grocer and Pr Assistant,1,Grocer and Pr Assistant,UNCHANGED
Grocer and Printer,1,Grocer and Printer,UNCHANGED
Grocer and Privision Mert,1,Grocer and Privision Mert,UNCHANGED
Grocer and Pro. Mer,1,Grocer and Pro. Mer,UNCHANGED
Grocer and Prov Mercht,1,Grocer and Prov Mercht,UNCHANGED
Grocer and Provision Agent,1,Grocer and Provision Agent,UNCHANGED
Grocer and Provision Inf,1,Grocer and Provision Inf,UNCHANGED
Grocer and Provision Meht,1,Grocer and Provision Meht,UNCHANGED
Grocer and Provision Meht.,1,Grocer and Provision Meht.,UNCHANGED
Grocer and Provision Merch.,1,Grocer and Provision Merch.,UNCHANGED
Grocer and Provision Merchnt,1,Grocer and Provision Merchnt,UNCHANGED
Grocer and Provision Trades,1,Grocer and Provision Trades,UNCHANGED
Grocer and Provisions Meht,1,Grocer and Provisions Meht,UNCHANGED
Grocer and Provisions Trade,1,Grocer and Provisions Trade,UNCHANGED
Grocer and Provison Merchant,1,Grocer and Provison Merchant,UNCHANGED
Grocer and Provisons,1,Grocer and Provisons,UNCHANGED
Grocer and Provission Business,1,Grocer and Provission Business,UNCHANGED
Grocer and Provm Merchant,1,Grocer and Provm Merchant,UNCHANGED
Grocer and Provn Merchant,1,Grocer and Provn Merchant,UNCHANGED
Grocer and Prv Mcht,1,Grocer and Prv Mcht,UNCHANGED
Grocer and Publian Assistant,1,Grocer and Publian Assistant,UNCHANGED
Grocer and Public House,1,Grocer and Public House,UNCHANGED
Grocer and Publican also Ship Broker and Colliery Agent,1,Grocer and Publican also Ship Broker and Colliery Agent,UNCHANGED
Grocer and Publican and c,1,Grocer and Publican and c,UNCHANGED
Grocer and Publican and Farmer,1,Grocer and Publican and Farmer,UNCHANGED
Grocer and Publican and Spirit Merchant,1,Grocer and Publican and Spirit Merchant,UNCHANGED
Grocer and Publican Assistant,1,Grocer and Publican Assistant,UNCHANGED
Grocer and Publican Merchant,1,Grocer and Publican Merchant,UNCHANGED
Grocer and Publican Shopkeeper,1,Grocer and Publican Shopkeeper,UNCHANGED
Grocer and Publican's Assistant,1,Grocer and Publican's Assistant,UNCHANGED
Grocer and Publicans,1,Grocer and Publicans,UNCHANGED
Grocer and Publicans Shop Assistant,1,Grocer and Publicans Shop Assistant,UNCHANGED
Grocer and Publicion,1,Grocer and Publicion,UNCHANGED
Grocer and Publick Building,1,Grocer and Publick Building,UNCHANGED
Grocer and Publisher,1,Grocer and Publisher,UNCHANGED
Grocer and Red Trade Merchant,1,Grocer and Red Trade Merchant,UNCHANGED
Grocer and Restaurateur,1,Grocer and Restaurateur,UNCHANGED
Grocer and Retired Ladies' Maid,1,Grocer and Retired Ladies' Maid,UNCHANGED
Grocer and Saddlery,1,Grocer and Saddlery,UNCHANGED
Grocer and Sailor,1,Grocer and Sailor,UNCHANGED
Grocer and Seed Merchant Farmer and Cattle Dealer,1,Grocer and Seed Merchant Farmer and Cattle Dealer,UNCHANGED
Grocer and Seed Mercht,1,Grocer and Seed Mercht,UNCHANGED
Grocer and Servant,1,Grocer and Servant,UNCHANGED
Grocer and Sewing Agent,1,Grocer and Sewing Agent,UNCHANGED
Grocer and Shirt Agent,1,Grocer and Shirt Agent,UNCHANGED
Grocer and Shop,1,Grocer and Shop,UNCHANGED
Grocer and Shop Keepper,1,Grocer and Shop Keepper,UNCHANGED
Grocer and Shopkeer and Dressmaker,1,Grocer and Shopkeer and Dressmaker,UNCHANGED
Grocer and Signor Dealer,1,Grocer and Signor Dealer,UNCHANGED
Grocer and Sp?Mecht,1,Grocer and Sp?Mecht,UNCHANGED
Grocer and Special Coch,1,Grocer and Special Coch,UNCHANGED
Grocer and Spent Dealer,1,Grocer and Spent Dealer,UNCHANGED
Grocer and Sperit Mer,1,Grocer and Sperit Mer,UNCHANGED
Grocer and Spine Merchant,1,Grocer and Spine Merchant,UNCHANGED
Grocer and Spirit,1,Grocer and Spirit,UNCHANGED
Grocer and Spirit Corn Dealer,1,Grocer and Spirit Corn Dealer,UNCHANGED
Grocer and Spirit Dalar,1,Grocer and Spirit Dalar,UNCHANGED
Grocer and Spirit Farmer and Merchant,1,Grocer and Spirit Farmer and Merchant,UNCHANGED
Grocer and Spirit Merchant and C and Agent,1,Grocer and Spirit Merchant and C and Agent,UNCHANGED
Grocer and Spirit Merchant Assistant,1,Grocer and Spirit Merchant Assistant,UNCHANGED
Grocer and Spirit Merchant County Councillor Draper,1,Grocer and Spirit Merchant County Councillor Draper,UNCHANGED
Grocer and Spirit Merchant Mineral Water Manufacturer,1,Grocer and Spirit Merchant Mineral Water Manufacturer,UNCHANGED
Grocer and Spirit Mercht and General Water Manufacturer,1,Grocer and Spirit Mercht and General Water Manufacturer,UNCHANGED
Grocer and Spirit Mercht.,1,Grocer and Spirit Mercht.,UNCHANGED
Grocer and Spirits Trader,1,Grocer and Spirits Trader,UNCHANGED
Grocer and Spirt Dealer,1,Grocer and Spirt Dealer,UNCHANGED
Grocer and Sprit Draper,1,Grocer and Sprit Draper,UNCHANGED
Grocer and Sprit Merch,1,Grocer and Sprit Merch,UNCHANGED
Grocer and Sprit Merchat,1,Grocer and Sprit Merchat,UNCHANGED
Grocer and Spt Merc,1,Grocer and Spt Merc,UNCHANGED
Grocer and Spt Merchant Wife,1,Grocer and Spt Merchant Wife,UNCHANGED
Grocer and Sub P M,1,Grocer and Sub P M,UNCHANGED
Grocer and Sub Postman,1,Grocer and Sub Postman,UNCHANGED
Grocer and Sub Postmistress,1,Grocer and Sub Postmistress,UNCHANGED
Grocer and Sub Postmr,1,Grocer and Sub Postmr,UNCHANGED
Grocer and Superindant,1,Grocer and Superindant,UNCHANGED
Grocer and Surfaceman,1,Grocer and Surfaceman,UNCHANGED
Grocer and Tailor,1,Grocer and Tailor,UNCHANGED
Grocer and Tea Agent Merchant,1,Grocer and Tea Agent Merchant,UNCHANGED
Grocer and Tea Merchant,1,Grocer and Tea Merchant,UNCHANGED
Grocer and Tea Mercht,1,Grocer and Tea Mercht,UNCHANGED
Grocer and Timber Merchant,1,Grocer and Timber Merchant,UNCHANGED
Grocer and Ventenor,1,Grocer and Ventenor,UNCHANGED
Grocer and Vinter,1,Grocer and Vinter,UNCHANGED
Grocer and Vintoner,1,Grocer and Vintoner,UNCHANGED
Grocer and Vintress,1,Grocer and Vintress,UNCHANGED
Grocer and Virtuer,1,Grocer and Virtuer,UNCHANGED
Grocer and W Merchant,1,Grocer and W Merchant,UNCHANGED
Grocer and White Proprietor,1,Grocer and White Proprietor,UNCHANGED
Grocer and Wine and Spirit Merchant,1,Grocer and Wine and Spirit Merchant,UNCHANGED
Grocer and Wine Busines,1,Grocer and Wine Busines,UNCHANGED
Grocer and Wine Mer.,1,Grocer and Wine Mer.,UNCHANGED
Grocer and wine Merchant,1,Grocer and wine Merchant,UNCHANGED
Grocer and wine merchant,1,Grocer and wine merchant,UNCHANGED
Grocer and Wine merchant,1,Grocer and Wine merchant,UNCHANGED
Grocer and Wine Merchants Manager,1,Grocer and Wine Merchants Manager,UNCHANGED
Grocer and Wine Merct,1,Grocer and Wine Merct,UNCHANGED
Grocer and Wire Merchant,1,Grocer and Wire Merchant,UNCHANGED
Grocer Appr,1,Grocer Appr,UNCHANGED
Grocer Aprentic,1,Grocer Aprentic,UNCHANGED
Grocer Asistance,1,Grocer Asistance,UNCHANGED
Grocer Asistant,1,Grocer Asistant,UNCHANGED
Grocer Asistince,1,Grocer Asistince,UNCHANGED
Grocer Asit,1,Grocer Asit,UNCHANGED
Grocer Assiant,1,Grocer Assiant,UNCHANGED
Grocer Assiseant,1,Grocer Assiseant,UNCHANGED
Grocer Assistan,1,Grocer Assistan,UNCHANGED
Grocer assistant,1,Grocer assistant,UNCHANGED
Grocer Assistant in Shop,1,Grocer Assistant in Shop,UNCHANGED
Grocer Assistant out of Employment,1,Grocer Assistant out of Employment,UNCHANGED
Grocer Assistent,1,Grocer Assistent,UNCHANGED
Grocer Assistion,1,Grocer Assistion,UNCHANGED
Grocer Assitant,1,Grocer Assitant,UNCHANGED
Grocer Assitt,1,Grocer Assitt,UNCHANGED
Grocer Auctioneer and C,1,Grocer Auctioneer and C,UNCHANGED
Grocer Baker,1,Grocer Baker,UNCHANGED
Grocer Baker and c,1,Grocer Baker and c,UNCHANGED
Grocer Baker and Farmer,1,Grocer Baker and Farmer,UNCHANGED
Grocer Baker and Provision Merchant,1,Grocer Baker and Provision Merchant,UNCHANGED
Grocer Baker and Provision Mercht.,1,Grocer Baker and Provision Mercht.,UNCHANGED
Grocer Bootender,1,Grocer Bootender,UNCHANGED
Grocer Clark,1,Grocer Clark,UNCHANGED
Grocer Clarke,1,Grocer Clarke,UNCHANGED
Grocer Clerical Assistant,1,Grocer Clerical Assistant,UNCHANGED
Grocer Coal and Corn Merht,1,Grocer Coal and Corn Merht,UNCHANGED
Grocer Commercial Asst,1,Grocer Commercial Asst,UNCHANGED
Grocer Commercial Traveller,1,Grocer Commercial Traveller,UNCHANGED
Grocer Cycle Agent Wine and General Mercht,1,Grocer Cycle Agent Wine and General Mercht,UNCHANGED
Grocer D S,1,Grocer D S,UNCHANGED
Grocer Daughter,1,Grocer Daughter,UNCHANGED
Grocer Delph Merchant and Dairyman,1,Grocer Delph Merchant and Dairyman,UNCHANGED
Grocer Domestic,1,Grocer Domestic,STANDARD
Grocer Domestic Servant,1,Grocer Domestic Servant,UNCHANGED
Grocer Draper,1,Grocer Draper,UNCHANGED
Grocer Draper and C,1,Grocer Draper and C,UNCHANGED
Grocer Draper and Farmer,1,Grocer Draper and Farmer,UNCHANGED
Grocer Draper and Hardware Merchant,1,Grocer Draper and Hardware Merchant,UNCHANGED
Grocer Draper and Pitty Sessions Clerk,1,Grocer Draper and Pitty Sessions Clerk,UNCHANGED
Grocer Draper and Spirit Merchant,1,Grocer Draper and Spirit Merchant,UNCHANGED
Grocer Draper Druggist and Genral Merchant,1,Grocer Draper Druggist and Genral Merchant,UNCHANGED
Grocer Driver Van,1,Grocer Driver Van,UNCHANGED
Grocer Druggist and Farmer,1,Grocer Druggist and Farmer,UNCHANGED
Grocer Druggist Apprentice,1,Grocer Druggist Apprentice,UNCHANGED
Grocer Druggist Cloth and C Mercht,1,Grocer Druggist Cloth and C Mercht,UNCHANGED
Grocer Estable Clerk Assistant,1,Grocer Estable Clerk Assistant,UNCHANGED
Grocer Farmer and c,1,Grocer Farmer and c,UNCHANGED
Grocer Farmer and Spt Dealer,1,Grocer Farmer and Spt Dealer,UNCHANGED
Grocer Few and Hardware Merchant and Farmer,1,Grocer Few and Hardware Merchant and Farmer,UNCHANGED
Grocer for Merchant,1,Grocer for Merchant,UNCHANGED
Grocer Genarel Dealer,1,Grocer Genarel Dealer,UNCHANGED
Grocer General Merchant and Postmaster,1,Grocer General Merchant and Postmaster,UNCHANGED
Grocer General Provision and Leather Merchant,1,Grocer General Provision and Leather Merchant,UNCHANGED
Grocer Geta,1,Grocer Geta,UNCHANGED
Grocer Hardware and Flour,1,Grocer Hardware and Flour,UNCHANGED
Grocer Hardware and Seed Merchant and Funeral Undertaker,1,Grocer Hardware and Seed Merchant and Funeral Undertaker,UNCHANGED
Grocer Hardware Boot and Shoe Merchant,1,Grocer Hardware Boot and Shoe Merchant,UNCHANGED
Grocer Hardware Spt Mercht and Farmer,1,Grocer Hardware Spt Mercht and Farmer,UNCHANGED
Grocer House Merchant,1,Grocer House Merchant,UNCHANGED
Grocer Housekeeper,1,Grocer Housekeeper,STANDARD
Grocer I.P.,1,Grocer I.P.,UNCHANGED
Grocer in Mill,1,Grocer in Mill,UNCHANGED
Grocer Inn,1,Grocer Inn,UNCHANGED
Grocer Ironsion,1,Grocer Ironsion,UNCHANGED
Grocer J.P.,1,Grocer J.P.,UNCHANGED
Grocer Keeper and Lodging Hare,1,Grocer Keeper and Lodging Hare,UNCHANGED
Grocer Keeping Shop,1,Grocer Keeping Shop,UNCHANGED
Grocer Land,1,Grocer Land,UNCHANGED
Grocer Licenced,1,Grocer Licenced,UNCHANGED
Grocer Licensed,1,Grocer Licensed,UNCHANGED
Grocer Lime Merchant,1,Grocer Lime Merchant,UNCHANGED
Grocer Linen,1,Grocer Linen,UNCHANGED
Grocer Loom Tenter,1,Grocer Loom Tenter,UNCHANGED
Grocer Manager and Spirit Dealer,1,Grocer Manager and Spirit Dealer,UNCHANGED
Grocer Manger,1,Grocer Manger,UNCHANGED
Grocer Merchant and Provisioner,1,Grocer Merchant and Provisioner,UNCHANGED
Grocer Merchants Assistant,1,Grocer Merchants Assistant,UNCHANGED
Grocer Merching,1,Grocer Merching,UNCHANGED
Grocer N,1,Grocer N,UNCHANGED
Grocer of Liquor Merchant,1,Grocer of Liquor Merchant,UNCHANGED
Grocer of Sprit Dealer,1,Grocer of Sprit Dealer,UNCHANGED
Grocer or,1,Grocer or,UNCHANGED
Grocer out of Employment,1,Grocer out of Employment,UNCHANGED
Grocer Parker,1,Grocer Parker,UNCHANGED
Grocer Parter,1,Grocer Parter,UNCHANGED
Grocer Partner,1,Grocer Partner,UNCHANGED
Grocer Porter and Army Pensioner,1,Grocer Porter and Army Pensioner,UNCHANGED
Grocer Priter,1,Grocer Priter,UNCHANGED
Grocer Profession,1,Grocer Profession,UNCHANGED
Grocer Profession Shop Apprentice,1,Grocer Profession Shop Apprentice,UNCHANGED
Grocer Provision and House Furnisher,1,Grocer Provision and House Furnisher,UNCHANGED
Grocer Provision and Spirit Dealer,1,Grocer Provision and Spirit Dealer,UNCHANGED
Grocer Provision and Spirit Merchant Etc,1,Grocer Provision and Spirit Merchant Etc,UNCHANGED
Grocer Provision Dealer,1,Grocer Provision Dealer,UNCHANGED
Grocer Provision Mercht,1,Grocer Provision Mercht,UNCHANGED
Grocer Provision Read Merchant,1,Grocer Provision Read Merchant,UNCHANGED
Grocer Provision Store,1,Grocer Provision Store,UNCHANGED
Grocer Provisions,1,Grocer Provisions,UNCHANGED
Grocer Provission Dealer,1,Grocer Provission Dealer,UNCHANGED
Grocer Publican and Auctioneer,1,Grocer Publican and Auctioneer,UNCHANGED
Grocer Publican and Baker,1,Grocer Publican and Baker,UNCHANGED
Grocer Publican and C,1,Grocer Publican and C,UNCHANGED
Grocer Publican and Droper,1,Grocer Publican and Droper,UNCHANGED
Grocer Publican and Farmer,1,Grocer Publican and Farmer,UNCHANGED
Grocer Publican and General Merchant,1,Grocer Publican and General Merchant,UNCHANGED
Grocer Publican and Solicitor Asst,1,Grocer Publican and Solicitor Asst,UNCHANGED
Grocer Rete,1,Grocer Rete,UNCHANGED
Grocer retired,1,Grocer retired,UNCHANGED
Grocer Retired from Business,1,Grocer Retired from Business,UNCHANGED
Grocer Scholar,1,Grocer Scholar,UNCHANGED
Grocer Ship Keeper,1,Grocer Ship Keeper,UNCHANGED
Grocer Shop and Farm House Mgr,1,Grocer Shop and Farm House Mgr,UNCHANGED
Grocer Shop Assisant,1,Grocer Shop Assisant,UNCHANGED
Grocer shop Assistant,1,Grocer shop Assistant,UNCHANGED
Grocer Shop Owner,1,Grocer Shop Owner,STANDARD
Grocer Shop Porter,1,Grocer Shop Porter,UNCHANGED
Grocer Shop Woman,1,Grocer Shop Woman,UNCHANGED
Grocer Shope,1,Grocer Shope,UNCHANGED
Grocer Shope Assistant,1,Grocer Shope Assistant,UNCHANGED
Grocer Shopkeepers,1,Grocer Shopkeepers,UNCHANGED
Grocer Spint Merchant,1,Grocer Spint Merchant,UNCHANGED
Grocer Spirit and Boot Mercht,1,Grocer Spirit and Boot Mercht,UNCHANGED
Grocer Spirit and Draper,1,Grocer Spirit and Draper,UNCHANGED
Grocer Spirit and Hardware,1,Grocer Spirit and Hardware,UNCHANGED
Grocer Spirit and Iron Merchant,1,Grocer Spirit and Iron Merchant,UNCHANGED
Grocer Spirit and Provision Dealer,1,Grocer Spirit and Provision Dealer,UNCHANGED
Grocer Spirit Dealer and General Shopkeeper,1,Grocer Spirit Dealer and General Shopkeeper,UNCHANGED
Grocer Spirit Mercht ?,1,Grocer Spirit Mercht ?,UNCHANGED
Grocer Spirit Seed and Manure Dealer,1,Grocer Spirit Seed and Manure Dealer,UNCHANGED
Grocer Spirits,1,Grocer Spirits,UNCHANGED
Grocer Spirits Wine Merchant,1,Grocer Spirits Wine Merchant,UNCHANGED
Grocer Spirt Mer,1,Grocer Spirt Mer,UNCHANGED
Grocer Spirt Merchant,1,Grocer Spirt Merchant,UNCHANGED
Grocer Storeman,1,Grocer Storeman,UNCHANGED
Grocer Sub P M and C,1,Grocer Sub P M and C,UNCHANGED
Grocer Tea Agent,1,Grocer Tea Agent,UNCHANGED
Grocer Tea and Wine Agent,1,Grocer Tea and Wine Agent,UNCHANGED
Grocer Tea and Wine Merchant,1,Grocer Tea and Wine Merchant,STANDARD
Grocer Traveller,1,Grocer Traveller,UNCHANGED
Grocer Unemp,1,Grocer Unemp,UNCHANGED
Grocer unemployed,1,Grocer unemployed,UNCHANGED
Grocer Unemployed Assistant,1,Grocer Unemployed Assistant,UNCHANGED
Grocer Viortuer,1,Grocer Viortuer,UNCHANGED
Grocer Wine and Spirit Trader,1,Grocer Wine and Spirit Trader,UNCHANGED
Grocer Wine and Spt Mercht,1,Grocer Wine and Spt Mercht,UNCHANGED
Grocer Wine Spirit and General Merchant,1,Grocer Wine Spirit and General Merchant,UNCHANGED
Grocer Wine Spirit Merchant,1,Grocer Wine Spirit Merchant,UNCHANGED
Grocer Wine Spirit Mercht,1,Grocer Wine Spirit Mercht,UNCHANGED
Grocer Wine Spt Business,1,Grocer Wine Spt Business,UNCHANGED
Grocer'ess,1,Grocer'ess,UNCHANGED
Grocer's Accountant,1,Grocer's Accountant,UNCHANGED
Grocer's Appren,1,Grocer's Appren,UNCHANGED
Grocer's apprentice,1,Grocer's apprentice,UNCHANGED
Grocer's Apprentis,1,Grocer's Apprentis,UNCHANGED
Grocer's Aprce,1,Grocer's Aprce,UNCHANGED
Grocer's Asistant,1,Grocer's Asistant,UNCHANGED
Grocer's Assisant,1,Grocer's Assisant,UNCHANGED
Grocer's Assist.,1,Grocer's Assist.,UNCHANGED
Grocer's Assistant and Traveller,1,Grocer's Assistant and Traveller,UNCHANGED
Grocer's Assistant Out of Employment,1,Grocer's Assistant Out of Employment,UNCHANGED
Grocer's Assistant Small Farmer,1,Grocer's Assistant Small Farmer,UNCHANGED
Grocer's Assitant,1,Grocer's Assitant,UNCHANGED
Grocer's Assst,1,Grocer's Assst,UNCHANGED
Grocer's Asst Unemployed,1,Grocer's Asst Unemployed,STANDARD
Grocer's Asstd. Unemployed,1,Grocer's Asstd. Unemployed,UNCHANGED
Grocer's Brother,1,Grocer's Brother,UNCHANGED
Grocer's Carter,1,Grocer's Carter,UNCHANGED
Grocer's Cashier,1,Grocer's Cashier,UNCHANGED
Grocer's Clarke Unemployed,1,Grocer's Clarke Unemployed,UNCHANGED
Grocer's Clerk Retired from Business,1,Grocer's Clerk Retired from Business,UNCHANGED
Grocer's Clerk Unemployed,1,Grocer's Clerk Unemployed,STANDARD
Grocer's Clerke,1,Grocer's Clerke,UNCHANGED
Grocer's Curat,1,Grocer's Curat,UNCHANGED
Grocer's Curate,1,Grocer's Curate,UNCHANGED
Grocer's Help,1,Grocer's Help,UNCHANGED
Grocer's Porter Messenger,1,Grocer's Porter Messenger,UNCHANGED
Grocer's Porter Unemployed,1,Grocer's Porter Unemployed,STANDARD
"Grocer's Porter, Labourer",1,"Grocer's Porter, Labourer",UNCHANGED
Grocer's Porthur,1,Grocer's Porthur,UNCHANGED
Grocer's Provision and Spirit Merchant,1,Grocer's Provision and Spirit Merchant,UNCHANGED
Grocer's Provision Mercht,1,Grocer's Provision Mercht,UNCHANGED
Grocer's Sales Woman,1,Grocer's Sales Woman,UNCHANGED
Grocer's Salesman,1,Grocer's Salesman,UNCHANGED
Grocer's Server,1,Grocer's Server,UNCHANGED
Grocer's Shop,1,Grocer's Shop,UNCHANGED
Grocer's Shop Asst,1,Grocer's Shop Asst,UNCHANGED
Grocer's Shop Boy,1,Grocer's Shop Boy,UNCHANGED
Grocer's Shop Porter,1,Grocer's Shop Porter,UNCHANGED
Grocer's Spl Mercht Apprentice,1,Grocer's Spl Mercht Apprentice,UNCHANGED
Grocer's Storeman,1,Grocer's Storeman,UNCHANGED
Grocer's Van Driver,1,Grocer's Van Driver,UNCHANGED
Grocer's Van Man,1,Grocer's Van Man,UNCHANGED
Grocer's Vandriver,1,Grocer's Vandriver,UNCHANGED
Grocer's Warehouseman,1,Grocer's Warehouseman,UNCHANGED
"Grocer's, Shopman",1,"Grocer's, Shopman",UNCHANGED
"Grocer,",1,"Grocer,",UNCHANGED
"Grocer, Assistant",1,"Grocer, Assistant",UNCHANGED
"Grocer, Baker and c",1,"Grocer, Baker and c",UNCHANGED
"Grocer, Farmer ? Postmaster",1,"Grocer, Farmer ? Postmaster",UNCHANGED
"Grocer, Farmer Builder Ro",1,"Grocer, Farmer Builder Ro",UNCHANGED
"Grocer, Master",1,"Grocer, Master",UNCHANGED
"Grocer, Postmaster and Farmer",1,"Grocer, Postmaster and Farmer",UNCHANGED
"Grocer, Publican and Farmer",1,"Grocer, Publican and Farmer",UNCHANGED
"Grocer, Seed, and Spirit Merchant",1,"Grocer, Seed, and Spirit Merchant",UNCHANGED
"Grocer, Shop Man",1,"Grocer, Shop Man",UNCHANGED
"Grocer, Tea Agent",1,"Grocer, Tea Agent",UNCHANGED
"Grocer, Wholesale",1,"Grocer, Wholesale",UNCHANGED
"Grocer, Win and Sprit Merchant",1,"Grocer, Win and Sprit Merchant",UNCHANGED
"Grocer, Wine Merchants etc",1,"Grocer, Wine Merchants etc",UNCHANGED
Grocer.,1,Grocer.,UNCHANGED
Grocer. Flour Market,1,Grocer. Flour Market,UNCHANGED
Grocere and Spirit Merchant,1,Grocere and Spirit Merchant,UNCHANGED
Grocerer's,1,Grocerer's,UNCHANGED
Grocerers Assistant,1,Grocerers Assistant,UNCHANGED
Grocereys,1,Grocereys,UNCHANGED
Grocerier and Provision,1,Grocerier and Provision,UNCHANGED
Groceries Assistant,1,Groceries Assistant,UNCHANGED
Grocers ?,1,Grocers ?,UNCHANGED
Grocers Accestant,1,Grocers Accestant,UNCHANGED
Grocers and Accountant,1,Grocers and Accountant,UNCHANGED
Grocers and c Apprentice,1,Grocers and c Apprentice,UNCHANGED
Grocers and c Assistant,1,Grocers and c Assistant,UNCHANGED
Grocers and Draper's Assistant,1,Grocers and Draper's Assistant,UNCHANGED
Grocers and Farmer,1,Grocers and Farmer,UNCHANGED
Grocers and Farmer and Sub Post Master,1,Grocers and Farmer and Sub Post Master,UNCHANGED
Grocers and Neon Mercht,1,Grocers and Neon Mercht,UNCHANGED
Grocers and Provision,1,Grocers and Provision,UNCHANGED
Grocers and Publican Apprentice,1,Grocers and Publican Apprentice,UNCHANGED
Grocers and Spirit Assistant,1,Grocers and Spirit Assistant,UNCHANGED
Grocers and Spirit Mercht,1,Grocers and Spirit Mercht,UNCHANGED
Grocers and Wife,1,Grocers and Wife,UNCHANGED
Grocers Appertice,1,Grocers Appertice,UNCHANGED
Grocers Appreitece,1,Grocers Appreitece,UNCHANGED
Grocers Apprent,1,Grocers Apprent,UNCHANGED
Grocers Apprentic,1,Grocers Apprentic,UNCHANGED
Grocers Apprentices,1,Grocers Apprentices,UNCHANGED
Grocers Apprenties,1,Grocers Apprenties,UNCHANGED
Grocers Apprentis,1,Grocers Apprentis,UNCHANGED
Grocers Apprentise,1,Grocers Apprentise,UNCHANGED
Grocers Aprentic,1,Grocers Aprentic,UNCHANGED
Grocers Aprentis,1,Grocers Aprentis,UNCHANGED
Grocers Assiant,1,Grocers Assiant,UNCHANGED
Grocers Assiant Unemployed,1,Grocers Assiant Unemployed,UNCHANGED
Grocers Assinted Unemployed,1,Grocers Assinted Unemployed,UNCHANGED
Grocers Assisent,1,Grocers Assisent,UNCHANGED
Grocers Assissant,1,Grocers Assissant,UNCHANGED
Grocers Assist Unemployed,1,Grocers Assist Unemployed,UNCHANGED
Grocers Assist Uneployed,1,Grocers Assist Uneployed,UNCHANGED
Grocers Assistait,1,Grocers Assistait,UNCHANGED
